ag1,ag2,agdistances
A/SWINE/MANITOBA/SD0114/2015,A/SWINE/MICHIGAN/A01104117/2018,3.47961773
A/SWINE/ALBERTA/SD0191/2016,A/SWINE/SASKATCHEWAN/SD0200/2016,0.702418328
A/SWINE/ALBERTA/SD0191/2016,A/SWINE/MANITOBA/D0348/2014,0.768664401
A/SWINE/ALBERTA/SD0191/2016,A/MINNESOTA/45/2016,4.015548176
A/SWINE/ALBERTA/SD0191/2016,A/SWINE/MINNESOTA/A01781045/2016,3.719031636
A/SWINE/ALBERTA/SD0191/2016,A/SWINE/NORTH_CAROLINA/A01730369/2016,5.146709449
A/SWINE/ALBERTA/SD0191/2016,A/SWINE/MINNESOTA/A01134353/2011,5.722396722
A/SWINE/ALBERTA/SD0191/2016,A/SWINE/NEBRASKA/A01492366/2014,3.569428544
A/SWINE/ALBERTA/SD0191/2016,A/SWINE/ILLINOIS/A01644323/2018,4.142310435
A/SWINE/ALBERTA/SD0191/2016,A/SWINE/OKLAHOMA/A01409770/2014,3.008304863
A/SWINE/ALBERTA/SD0191/2016,A/SWINE/ILLINOIS/A02139356/2018,2.629894924
A/SWINE/ALBERTA/SD0191/2016,A/SWINE/MICHIGAN/A01104117/2018,2.91534251
A/SWINE/SASKATCHEWAN/SD0200/2016,A/SWINE/MANITOBA/D0348/2014,0.507764952
A/SWINE/SASKATCHEWAN/SD0200/2016,A/MINNESOTA/45/2016,4.011503385
A/SWINE/SASKATCHEWAN/SD0200/2016,A/SWINE/MINNESOTA/A01781045/2016,3.655590519
A/SWINE/SASKATCHEWAN/SD0200/2016,A/SWINE/NORTH_CAROLINA/A01730369/2016,4.793822871
A/SWINE/SASKATCHEWAN/SD0200/2016,A/SWINE/MINNESOTA/A01134353/2011,5.367490335
A/SWINE/SASKATCHEWAN/SD0200/2016,A/SWINE/NEBRASKA/A01492366/2014,3.034341944
A/SWINE/SASKATCHEWAN/SD0200/2016,A/SWINE/ILLINOIS/A01644323/2018,3.741710279
A/SWINE/SASKATCHEWAN/SD0200/2016,A/SWINE/OKLAHOMA/A01409770/2014,2.744168802
A/SWINE/SASKATCHEWAN/SD0200/2016,A/SWINE/ILLINOIS/A02139356/2018,2.72585474
A/SWINE/SASKATCHEWAN/SD0200/2016,A/SWINE/MICHIGAN/A01104117/2018,2.40271899
A/SWINE/MANITOBA/D0348/2014,A/MINNESOTA/45/2016,3.520801488
A/SWINE/MANITOBA/D0348/2014,A/SWINE/MINNESOTA/A01781045/2016,3.181030805
A/SWINE/MANITOBA/D0348/2014,A/SWINE/NORTH_CAROLINA/A01730369/2016,4.998840761
A/SWINE/MANITOBA/D0348/2014,A/SWINE/MINNESOTA/A01134353/2011,5.590022741
A/SWINE/MANITOBA/D0348/2014,A/SWINE/NEBRASKA/A01492366/2014,3.02297721
A/SWINE/MANITOBA/D0348/2014,A/SWINE/ILLINOIS/A01644323/2018,3.894202433
A/SWINE/MANITOBA/D0348/2014,A/SWINE/OKLAHOMA/A01409770/2014,2.348811818
A/SWINE/MANITOBA/D0348/2014,A/SWINE/ILLINOIS/A02139356/2018,2.220407636
A/SWINE/MANITOBA/D0348/2014,A/SWINE/MICHIGAN/A01104117/2018,2.179635642
A/MINNESOTA/45/2016,A/SWINE/MINNESOTA/A01781045/2016,1.786367617
A/MINNESOTA/45/2016,A/SWINE/NORTH_CAROLINA/A01730369/2016,7.543013906
A/MINNESOTA/45/2016,A/SWINE/MINNESOTA/A01134353/2011,8.148896423
A/MINNESOTA/45/2016,A/SWINE/NEBRASKA/A01492366/2014,4.826475991
A/MINNESOTA/45/2016,A/SWINE/ILLINOIS/A01644323/2018,6.332600914
A/MINNESOTA/45/2016,A/SWINE/OKLAHOMA/A01409770/2014,2.509390584
A/MINNESOTA/45/2016,A/SWINE/ILLINOIS/A02139356/2018,1.473556829
A/MINNESOTA/45/2016,A/SWINE/MICHIGAN/A01104117/2018,3.315360828
A/SWINE/MINNESOTA/A01781045/2016,A/SWINE/NORTH_CAROLINA/A01730369/2016,6.148526385
A/SWINE/MINNESOTA/A01781045/2016,A/SWINE/MINNESOTA/A01134353/2011,6.744982301
A/SWINE/MINNESOTA/A01781045/2016,A/SWINE/NEBRASKA/A01492366/2014,3.62478572
A/SWINE/MINNESOTA/A01781045/2016,A/SWINE/ILLINOIS/A01644323/2018,4.987819869
A/SWINE/MINNESOTA/A01781045/2016,A/SWINE/OKLAHOMA/A01409770/2014,1.307163776
A/SWINE/MINNESOTA/A01781045/2016,A/SWINE/ILLINOIS/A02139356/2018,1.61836893
A/SWINE/MINNESOTA/A01781045/2016,A/SWINE/MICHIGAN/A01104117/2018,2.480307918
A/SWINE/NORTH_CAROLINA/A01730369/2016,A/SWINE/MINNESOTA/A01134353/2011,0.616442247
A/SWINE/NORTH_CAROLINA/A01730369/2016,A/SWINE/NEBRASKA/A01492366/2014,2.996464644
A/SWINE/NORTH_CAROLINA/A01730369/2016,A/SWINE/ILLINOIS/A01644323/2018,1.228991875
A/SWINE/NORTH_CAROLINA/A01730369/2016,A/SWINE/OKLAHOMA/A01409770/2014,5.076678631
A/SWINE/NORTH_CAROLINA/A01730369/2016,A/SWINE/ILLINOIS/A02139356/2018,6.470356718
A/SWINE/NORTH_CAROLINA/A01730369/2016,A/SWINE/MICHIGAN/A01104117/2018,4.519762211
A/SWINE/MINNESOTA/A01134353/2011,A/SWINE/NEBRASKA/A01492366/2014,3.543709091
A/SWINE/MINNESOTA/A01134353/2011,A/SWINE/ILLINOIS/A01644323/2018,1.825232098
A/SWINE/MINNESOTA/A01134353/2011,A/SWINE/OKLAHOMA/A01409770/2014,5.674526861
A/SWINE/MINNESOTA/A01134353/2011,A/SWINE/ILLINOIS/A02139356/2018,7.085793604
A/SWINE/MINNESOTA/A01134353/2011,A/SWINE/MICHIGAN/A01104117/2018,5.094264484
A/SWINE/NEBRASKA/A01492366/2014,A/SWINE/ILLINOIS/A01644323/2018,1.815832297
A/SWINE/NEBRASKA/A01492366/2014,A/SWINE/OKLAHOMA/A01409770/2014,2.391544882
A/SWINE/NEBRASKA/A01492366/2014,A/SWINE/ILLINOIS/A02139356/2018,4.025671517
A/SWINE/NEBRASKA/A01492366/2014,A/SWINE/MICHIGAN/A01104117/2018,1.613695613
A/SWINE/ILLINOIS/A01644323/2018,A/SWINE/OKLAHOMA/A01409770/2014,3.870255302
A/SWINE/ILLINOIS/A01644323/2018,A/SWINE/ILLINOIS/A02139356/2018,5.290137854
A/SWINE/ILLINOIS/A01644323/2018,A/SWINE/MICHIGAN/A01104117/2018,3.29628083
A/SWINE/OKLAHOMA/A01409770/2014,A/SWINE/ILLINOIS/A02139356/2018,1.867930669
A/SWINE/OKLAHOMA/A01409770/2014,A/SWINE/MICHIGAN/A01104117/2018,1.205117726
A/SWINE/ILLINOIS/A02139356/2018,A/SWINE/MICHIGAN/A01104117/2018,2.658595738
