No1,Name1,No2,Name2,distance
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,24 SR,A/BRAZIL/11/1978 EXP604-P19,10.11015685147952
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,25 SR,A/TAIWAN/1/1986 EXP604-P38,8.246772708007732
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,26 SR,A/TAIWAN/1/1986 EXP604-P39,8.191887645307805
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,27 SR,A/BEIJING/262/1995 EXP604-P16,7.140451058553624
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,28 SR,A/BEIJING/262/1995 EXP604-P17,6.726574823918921
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,29 SR,A/NEW_CALEDONIA/20/1999 EXP527-P460,6.824796157425598
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,30 SR,A/NEW_CALEDONIA/20/1999 EXP527-P462,6.848227059986144
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,31 SR,A/SOLOMON_ISLANDS/3/2006 EXP527-P468,5.912162917224384
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,32 SR,A/SOLOMON_ISLANDS/3/2006 EXP527-P471,5.581281468211813
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,33 SR,A/CALIFORNIA/4/2009 FLU17-P706,5.782556422106728
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,34 SR,A/CALIFORNIA/4/2009 FLU17-P707,4.898947870073401
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,35 SR,A/MICHIGAN/45/2015 FLU14-P703,6.606966296310905
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,36 SR,A/MICHIGAN/45/2015 FLU14-P705,5.890603610031704
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,37 SR,A/SWINE/IOWA/1973 EXP428-P593,4.094111348196803
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,38 SR,A/SWINE/IOWA/1973 EXP428-P595,3.6367818620734336
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,39 SR,A/SWINE/MINNESOTA/37866/1999 EXP428-P532,4.765417104025398
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,40 SR,A/SWINE/MINNESOTA/37866/1999 EXP428-P588,4.826647614892998
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,41 SR,A/SWINE/IOWA/A01731653/2016 FLU7-P501,6.832906436248011
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,42 SR,A/SWINE/IOWA/A01731653/2016 FLU7-P502,6.087020168050506
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,43 SR,A/SWINE/ILLINOIS/00685/2005 EXP535-P171,6.440777993839734
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,44 SR,A/SWINE/ILLINOIS/00685/2005 EXP535-P172,6.4121039764222445
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,45 SR,A/SWINE/ALBERTA/SD0125/2015 SD-P3,7.675201068778406
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,46 SR,A/SWINE/ALBERTA/SD0125/2015 SD-P4,7.804566461499326
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,47 SR,A/SWINE/ALBERTA/SD0014/2013 SD-P10,9.532608743663738
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,48 SR,A/SWINE/ALBERTA/SD0154/2016 SD-P11,6.069753710478611
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,49 SR,A/SWINE/ALBERTA/SD0154/2016 SD-P12,6.063782442633407
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,50 SR,A/SWINE/MANITOBA/D0333/2014 SD-P15,7.52994667371212
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,51 SR,A/SWINE/MINNESOTA/02053/2008 EXP480-P874,6.299085378425603
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,52 SR,A/SWINE/MINNESOTA/02053/2008 EXP480-P875,6.913221004331312
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,53 SR,A/SWINE/MANITOBA/D0392/2014 SD-P7,10.44872184114077
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,54 SR,A/SWINE/MANITOBA/D0392/2014 SD-P8,10.019083838952884
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,55 SR,A/SWINE/SASKATCHEWAN/SD0102/2015 SD-P1,10.679386431488085
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,56 SR,A/SWINE/SASKATCHEWAN/SD0102/2015 SD-P2,10.488578954294397
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,57 SR,A/SWINE/MANITOBA/SD0114/2015 SD-P5,11.317283110327399
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,58 SR,A/SWINE/MANITOBA/SD0114/2015 SD-P6,9.964928884161495
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,59 SR,A/SWINE/SASKATCHEWAN/SD0142/2016 SD-P17,10.593654882260923
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,60 SR,A/SWINE/SASKATCHEWAN/SD0142/2016 SD-P18,10.43017653957857
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,61 SR,A/SWINE/MINNESOTA/A01781045/2016 FLU9-P583,10.701449102488581
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,62 SR,A/SWINE/MINNESOTA/A01781045/2016 FLU9-P585,10.624194896956034
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,63 SR,A/SWINE/MINNESOTA/A01134353/2011 EXPXXX-P175,5.80935091060333
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,64 SR,A/SWINE/MINNESOTA/A01134353/2011 EXPXXX-P176,5.491520446277877
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,65 SR,A/SWINE/NEBRASKA/A01492366/2014 EXPXXX-P291,7.2755238284441575
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,66 SR,A/SWINE/NEBRASKA/A01492366/2014 EXPXXX-P292,7.547780780614043
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,67 SR,A/SWINE/OKLAHOMA/A01409770/2014 EXPXXX-P1,9.023211460521754
1 AG,A/SWINE/NORTH_CAROLINA/A01841602/2015 MDCK2,68 SR,A/SWINE/OKLAHOMA/A01409770/2014 EXPXXX-P2,9.783458304728496
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,0 SR,A/SWINE/MINNESOTA/1192/2001 EXP428-P592,5.631503953487045
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,1 SR,A/SWINE/MINNESOTA/00194/2003 EXP428-P560,6.4206801691314235
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,2 SR,A/SWINE/MINNESOTA/00194/2003 EXP428-P569,6.188240685961557
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,3 SR,A/SWINE/KANSAS/00246/2004 EXP428-P578,6.9954582351303065
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,4 SR,A/SWINE/KANSAS/00246/2004 EXP428-P581,4.372002804300086
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,5 SR,A/SWINE/OHIO/511445/2007 EXP467-P821,5.911796187239486
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,6 SR,A/SWINE/OHIO/511445/2007 EXP569-P859,5.8657096005254035
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,7 SR,A/SWINE/OHIO/511445/2007 EXP569-P860,5.2242924118435266
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,8 SR,A/SWINE/MISSOURI/02060/2008 EXP480-P868,4.410669590812989
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,9 SR,A/SWINE/MISSOURI/02060/2008 EXP480-P869,4.913686830186384
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,10 SR,A/SWINE/NORTH_CAROLINA/02023/2008 EXP480-P864,6.269644429584192
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,11 SR,A/SWINE/NORTH_CAROLINA/02023/2008 EXP480-P865,5.320472813352551
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,12 SR,A/SWINE/OHIO/02026/2008 EXP480-P866,5.57999923417701
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,13 SR,A/SWINE/OHIO/02026/2008 EXP480-P867,3.095253843249934
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,14 SR,A/SWINE/SOUTH_DAKOTA/A01349306/2013 EXP569B-P927,4.684885686118519
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,15 SR,A/SWINE/SOUTH_DAKOTA/A01349306/2013 EXP569B-P928,5.243974431141177
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,16 SR,A/CALIFORNIA/4/2009 EXP496M-P960,6.246352630282308
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,17 SR,A/CALIFORNIA/4/2009 EXP496M-P962,6.164349942227257
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,18 SR,A/MEXICO/4108/2009 EXP496M-963,5.940603416752931
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,19 SR,A/MEXICO/4108/2009 EXP496M-966,6.607279991922038
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,20 SR,A/OHIO/9/2015 EXP604-P50,2.8128744257830802
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,21 SR,A/OHIO/9/2015 EXP604-P51,2.271630497002572
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,22 SR,A/SWINE/ILLINOIS/A01493472/2014 EXP592B-P3,5.293376863939284
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,23 SR,A/BRAZIL/11/1978 EXP604-P18,8.847982070034892
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,24 SR,A/BRAZIL/11/1978 EXP604-P19,10.11510968145267
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,25 SR,A/TAIWAN/1/1986 EXP604-P38,8.45382142633171
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,26 SR,A/TAIWAN/1/1986 EXP604-P39,8.448441721673335
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,27 SR,A/BEIJING/262/1995 EXP604-P16,6.922002685321192
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,28 SR,A/BEIJING/262/1995 EXP604-P17,6.515342092259743
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,29 SR,A/NEW_CALEDONIA/20/1999 EXP527-P460,6.209155843252543
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,30 SR,A/NEW_CALEDONIA/20/1999 EXP527-P462,6.266621654620895
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,31 SR,A/SOLOMON_ISLANDS/3/2006 EXP527-P468,6.035441206658627
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,32 SR,A/SOLOMON_ISLANDS/3/2006 EXP527-P471,5.572149339480719
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,33 SR,A/CALIFORNIA/4/2009 FLU17-P706,5.909911596802143
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,34 SR,A/CALIFORNIA/4/2009 FLU17-P707,5.00016400795334
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,35 SR,A/MICHIGAN/45/2015 FLU14-P703,6.7425712006489
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,36 SR,A/MICHIGAN/45/2015 FLU14-P705,5.944724996437478
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,37 SR,A/SWINE/IOWA/1973 EXP428-P593,4.112997583685841
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,38 SR,A/SWINE/IOWA/1973 EXP428-P595,3.820961161300165
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,39 SR,A/SWINE/MINNESOTA/37866/1999 EXP428-P532,5.253576287498443
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,40 SR,A/SWINE/MINNESOTA/37866/1999 EXP428-P588,5.349601247049542
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,41 SR,A/SWINE/IOWA/A01731653/2016 FLU7-P501,7.73604270121682
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,42 SR,A/SWINE/IOWA/A01731653/2016 FLU7-P502,6.8706416201797
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,43 SR,A/SWINE/ILLINOIS/00685/2005 EXP535-P171,5.967856040514408
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,44 SR,A/SWINE/ILLINOIS/00685/2005 EXP535-P172,5.96218048551747
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,45 SR,A/SWINE/ALBERTA/SD0125/2015 SD-P3,7.939800358048165
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,46 SR,A/SWINE/ALBERTA/SD0125/2015 SD-P4,8.050366445639733
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,47 SR,A/SWINE/ALBERTA/SD0014/2013 SD-P10,9.066424040129268
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,48 SR,A/SWINE/ALBERTA/SD0154/2016 SD-P11,6.147732118015888
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,49 SR,A/SWINE/ALBERTA/SD0154/2016 SD-P12,6.222328582861377
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,50 SR,A/SWINE/MANITOBA/D0333/2014 SD-P15,6.594559842324108
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,51 SR,A/SWINE/MINNESOTA/02053/2008 EXP480-P874,6.058593596434219
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,52 SR,A/SWINE/MINNESOTA/02053/2008 EXP480-P875,6.713799150008628
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,53 SR,A/SWINE/MANITOBA/D0392/2014 SD-P7,9.70032214930321
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,54 SR,A/SWINE/MANITOBA/D0392/2014 SD-P8,9.240613360385488
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,55 SR,A/SWINE/SASKATCHEWAN/SD0102/2015 SD-P1,9.847185191915935
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,56 SR,A/SWINE/SASKATCHEWAN/SD0102/2015 SD-P2,9.664930310350295
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,57 SR,A/SWINE/MANITOBA/SD0114/2015 SD-P5,10.525822305718629
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,58 SR,A/SWINE/MANITOBA/SD0114/2015 SD-P6,9.270450678565364
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,59 SR,A/SWINE/SASKATCHEWAN/SD0142/2016 SD-P17,9.657583827457511
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,60 SR,A/SWINE/SASKATCHEWAN/SD0142/2016 SD-P18,9.591947039774045
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,61 SR,A/SWINE/MINNESOTA/A01781045/2016 FLU9-P583,10.20105427559518
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,62 SR,A/SWINE/MINNESOTA/A01781045/2016 FLU9-P585,10.067183002948445
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,63 SR,A/SWINE/MINNESOTA/A01134353/2011 EXPXXX-P175,5.191711805357401
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,64 SR,A/SWINE/MINNESOTA/A01134353/2011 EXPXXX-P176,4.98287356504107
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,65 SR,A/SWINE/NEBRASKA/A01492366/2014 EXPXXX-P291,6.704780726723754
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,66 SR,A/SWINE/NEBRASKA/A01492366/2014 EXPXXX-P292,7.058361869576116
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,67 SR,A/SWINE/OKLAHOMA/A01409770/2014 EXPXXX-P1,8.656433713965196
2 AG,A/SWINE/OHIO/A01847657/2015 MDCK2,68 SR,A/SWINE/OKLAHOMA/A01409770/2014 EXPXXX-P2,9.452645141224558
3 AG,A/OHIO/9/2015 MDCK2,0 SR,A/SWINE/MINNESOTA/1192/2001 EXP428-P592,4.087168347495898
3 AG,A/OHIO/9/2015 MDCK2,1 SR,A/SWINE/MINNESOTA/00194/2003 EXP428-P560,4.767623103790418
3 AG,A/OHIO/9/2015 MDCK2,2 SR,A/SWINE/MINNESOTA/00194/2003 EXP428-P569,4.620672356895442
3 AG,A/OHIO/9/2015 MDCK2,3 SR,A/SWINE/KANSAS/00246/2004 EXP428-P578,5.494760270582701
3 AG,A/OHIO/9/2015 MDCK2,4 SR,A/SWINE/KANSAS/00246/2004 EXP428-P581,2.814710975188579
3 AG,A/OHIO/9/2015 MDCK2,5 SR,A/SWINE/OHIO/511445/2007 EXP467-P821,4.545020021151167
3 AG,A/OHIO/9/2015 MDCK2,6 SR,A/SWINE/OHIO/511445/2007 EXP569-P859,4.471283300292101
3 AG,A/OHIO/9/2015 MDCK2,7 SR,A/SWINE/OHIO/511445/2007 EXP569-P860,4.06088503853569
3 AG,A/OHIO/9/2015 MDCK2,8 SR,A/SWINE/MISSOURI/02060/2008 EXP480-P868,3.030087918847409
3 AG,A/OHIO/9/2015 MDCK2,9 SR,A/SWINE/MISSOURI/02060/2008 EXP480-P869,3.3734151220482804
3 AG,A/OHIO/9/2015 MDCK2,10 SR,A/SWINE/NORTH_CAROLINA/02023/2008 EXP480-P864,4.645398800271505
3 AG,A/OHIO/9/2015 MDCK2,11 SR,A/SWINE/NORTH_CAROLINA/02023/2008 EXP480-P865,3.9028602675880233
3 AG,A/OHIO/9/2015 MDCK2,12 SR,A/SWINE/OHIO/02026/2008 EXP480-P866,4.052743726290339
3 AG,A/OHIO/9/2015 MDCK2,13 SR,A/SWINE/OHIO/02026/2008 EXP480-P867,1.9591527869177452
3 AG,A/OHIO/9/2015 MDCK2,14 SR,A/SWINE/SOUTH_DAKOTA/A01349306/2013 EXP569B-P927,2.8360191815130125
3 AG,A/OHIO/9/2015 MDCK2,15 SR,A/SWINE/SOUTH_DAKOTA/A01349306/2013 EXP569B-P928,3.3770738982432835
3 AG,A/OHIO/9/2015 MDCK2,16 SR,A/CALIFORNIA/4/2009 EXP496M-P960,4.90613186549697
3 AG,A/OHIO/9/2015 MDCK2,17 SR,A/CALIFORNIA/4/2009 EXP496M-P962,4.664203399754233
3 AG,A/OHIO/9/2015 MDCK2,18 SR,A/MEXICO/4108/2009 EXP496M-963,4.328476370735946
3 AG,A/OHIO/9/2015 MDCK2,19 SR,A/MEXICO/4108/2009 EXP496M-966,4.955005726607132
3 AG,A/OHIO/9/2015 MDCK2,20 SR,A/OHIO/9/2015 EXP604-P50,1.483308972150625
3 AG,A/OHIO/9/2015 MDCK2,21 SR,A/OHIO/9/2015 EXP604-P51,1.1751149942747796
3 AG,A/OHIO/9/2015 MDCK2,22 SR,A/SWINE/ILLINOIS/A01493472/2014 EXP592B-P3,3.8763710528438544
3 AG,A/OHIO/9/2015 MDCK2,23 SR,A/BRAZIL/11/1978 EXP604-P18,7.2589013000473495
3 AG,A/OHIO/9/2015 MDCK2,24 SR,A/BRAZIL/11/1978 EXP604-P19,8.432088280504082
3 AG,A/OHIO/9/2015 MDCK2,25 SR,A/TAIWAN/1/1986 EXP604-P38,7.265698277797464
3 AG,A/OHIO/9/2015 MDCK2,26 SR,A/TAIWAN/1/1986 EXP604-P39,7.191654275612668
3 AG,A/OHIO/9/2015 MDCK2,27 SR,A/BEIJING/262/1995 EXP604-P16,6.190113218645632
3 AG,A/OHIO/9/2015 MDCK2,28 SR,A/BEIJING/262/1995 EXP604-P17,5.996449322449383
3 AG,A/OHIO/9/2015 MDCK2,29 SR,A/NEW_CALEDONIA/20/1999 EXP527-P460,5.991433329184727
3 AG,A/OHIO/9/2015 MDCK2,30 SR,A/NEW_CALEDONIA/20/1999 EXP527-P462,5.954604742204114
3 AG,A/OHIO/9/2015 MDCK2,31 SR,A/SOLOMON_ISLANDS/3/2006 EXP527-P468,5.924714526145372
3 AG,A/OHIO/9/2015 MDCK2,32 SR,A/SOLOMON_ISLANDS/3/2006 EXP527-P471,5.497863497202533
3 AG,A/OHIO/9/2015 MDCK2,33 SR,A/CALIFORNIA/4/2009 FLU17-P706,4.365789125727674
3 AG,A/OHIO/9/2015 MDCK2,34 SR,A/CALIFORNIA/4/2009 FLU17-P707,3.3396638981539004
3 AG,A/OHIO/9/2015 MDCK2,35 SR,A/MICHIGAN/45/2015 FLU14-P703,4.8564451532823885
3 AG,A/OHIO/9/2015 MDCK2,36 SR,A/MICHIGAN/45/2015 FLU14-P705,4.061763587345965
3 AG,A/OHIO/9/2015 MDCK2,37 SR,A/SWINE/IOWA/1973 EXP428-P593,2.227417162623314
3 AG,A/OHIO/9/2015 MDCK2,38 SR,A/SWINE/IOWA/1973 EXP428-P595,2.003349128376413
3 AG,A/OHIO/9/2015 MDCK2,39 SR,A/SWINE/MINNESOTA/37866/1999 EXP428-P532,3.5430578327730955
3 AG,A/OHIO/9/2015 MDCK2,40 SR,A/SWINE/MINNESOTA/37866/1999 EXP428-P588,3.6768101088934366
3 AG,A/OHIO/9/2015 MDCK2,41 SR,A/SWINE/IOWA/A01731653/2016 FLU7-P501,6.553863887542856
3 AG,A/OHIO/9/2015 MDCK2,42 SR,A/SWINE/IOWA/A01731653/2016 FLU7-P502,5.614371876300833
3 AG,A/OHIO/9/2015 MDCK2,43 SR,A/SWINE/ILLINOIS/00685/2005 EXP535-P171,5.32886920954513
3 AG,A/OHIO/9/2015 MDCK2,44 SR,A/SWINE/ILLINOIS/00685/2005 EXP535-P172,5.323319575919844
3 AG,A/OHIO/9/2015 MDCK2,45 SR,A/SWINE/ALBERTA/SD0125/2015 SD-P3,6.07181521858885
3 AG,A/OHIO/9/2015 MDCK2,46 SR,A/SWINE/ALBERTA/SD0125/2015 SD-P4,6.1736353615564585
3 AG,A/OHIO/9/2015 MDCK2,47 SR,A/SWINE/ALBERTA/SD0014/2013 SD-P10,7.362494242945392
3 AG,A/OHIO/9/2015 MDCK2,48 SR,A/SWINE/ALBERTA/SD0154/2016 SD-P11,4.2564693789685055
3 AG,A/OHIO/9/2015 MDCK2,49 SR,A/SWINE/ALBERTA/SD0154/2016 SD-P12,4.3537068872507305
3 AG,A/OHIO/9/2015 MDCK2,50 SR,A/SWINE/MANITOBA/D0333/2014 SD-P15,5.639945197387735
3 AG,A/OHIO/9/2015 MDCK2,51 SR,A/SWINE/MINNESOTA/02053/2008 EXP480-P874,4.239358717810193
3 AG,A/OHIO/9/2015 MDCK2,52 SR,A/SWINE/MINNESOTA/02053/2008 EXP480-P875,4.875445251061053
3 AG,A/OHIO/9/2015 MDCK2,53 SR,A/SWINE/MANITOBA/D0392/2014 SD-P7,8.899726947490082
3 AG,A/OHIO/9/2015 MDCK2,54 SR,A/SWINE/MANITOBA/D0392/2014 SD-P8,8.421739301858663
3 AG,A/OHIO/9/2015 MDCK2,55 SR,A/SWINE/SASKATCHEWAN/SD0102/2015 SD-P1,8.997696444723449
3 AG,A/OHIO/9/2015 MDCK2,56 SR,A/SWINE/SASKATCHEWAN/SD0102/2015 SD-P2,8.818710520350848
3 AG,A/OHIO/9/2015 MDCK2,57 SR,A/SWINE/MANITOBA/SD0114/2015 SD-P5,9.3701559784331
3 AG,A/OHIO/9/2015 MDCK2,58 SR,A/SWINE/MANITOBA/SD0114/2015 SD-P6,8.16765998996868
3 AG,A/OHIO/9/2015 MDCK2,59 SR,A/SWINE/SASKATCHEWAN/SD0142/2016 SD-P17,9.035525273497376
3 AG,A/OHIO/9/2015 MDCK2,60 SR,A/SWINE/SASKATCHEWAN/SD0142/2016 SD-P18,8.631623875797732
3 AG,A/OHIO/9/2015 MDCK2,61 SR,A/SWINE/MINNESOTA/A01781045/2016 FLU9-P583,9.095381738588696
3 AG,A/OHIO/9/2015 MDCK2,62 SR,A/SWINE/MINNESOTA/A01781045/2016 FLU9-P585,9.014616320856184
3 AG,A/OHIO/9/2015 MDCK2,63 SR,A/SWINE/MINNESOTA/A01134353/2011 EXPXXX-P175,3.607889807920664
3 AG,A/OHIO/9/2015 MDCK2,64 SR,A/SWINE/MINNESOTA/A01134353/2011 EXPXXX-P176,3.385273627827132
3 AG,A/OHIO/9/2015 MDCK2,65 SR,A/SWINE/NEBRASKA/A01492366/2014 EXPXXX-P291,5.406385722831162
3 AG,A/OHIO/9/2015 MDCK2,66 SR,A/SWINE/NEBRASKA/A01492366/2014 EXPXXX-P292,5.8476811954892085
3 AG,A/OHIO/9/2015 MDCK2,67 SR,A/SWINE/OKLAHOMA/A01409770/2014 EXPXXX-P1,7.427351843037008
3 AG,A/OHIO/9/2015 MDCK2,68 SR,A/SWINE/OKLAHOMA/A01409770/2014 EXPXXX-P2,8.237301201762763
4 AG,A/SWINE/ILLINOIS/A01493472/2014 MDCK2,0 SR,A/SWINE/MINNESOTA/1192/2001 EXP428-P592,0.6300225178458838
4 AG,A/SWINE/ILLINOIS/A01493472/2014 MDCK2,1 SR,A/SWINE/MINNESOTA/00194/2003 EXP428-P560,0.818451010917252
4 AG,A/SWINE/ILLINOIS/A01493472/2014 MDCK2,2 SR,A/SWINE/MINNESOTA/00194/2003 EXP428-P569,0.6046727584368259
4 AG,A/SWINE/ILLINOIS/A01493472/2014 MDCK2,3 SR,A/SWINE/KANSAS/00246/2004 EXP428-P578,2.668926799377875
4 AG,A/SWINE/ILLINOIS/A01493472/2014 MDCK2,4 SR,A/SWINE/KANSAS/00246/2004 EXP428-P581,1.7363879470895625
4 AG,A/SWINE/ILLINOIS/A01493472/2014 MDCK2,5 SR,A/SWINE/OHIO/511445/2007 EXP467-P821,3.2414817027883256
4 AG,A/SWINE/ILLINOIS/A01493472/2014 MDCK2,6 SR,A/SWINE/OHIO/511445/2007 EXP569-P859,2.4771763033211833
4 AG,A/SWINE/ILLINOIS/A01493472/2014 MDCK2,7 SR,A/SWINE/OHIO/511445/2007 EXP569-P860,3.4036304620870332
4 AG,A/SWINE/ILLINOIS/A01493472/2014 MDCK2,8 SR,A/SWINE/MISSOURI/02060/2008 EXP480-P868,3.0564475741989456
4 AG,A/SWINE/ILLINOIS/A01493472/2014 MDCK2,9 SR,A/SWINE/MISSOURI/02060/2008 EXP480-P869,2.0436167918965658
4 AG,A/SWINE/ILLINOIS/A01493472/2014 MDCK2,10 SR,A/SWINE/NORTH_CAROLINA/02023/2008 EXP480-P864,1.985550356229667
4 AG,A/SWINE/ILLINOIS/A01493472/2014 MDCK2,11 SR,A/SWINE/NORTH_CAROLINA/02023/2008 EXP480-P865,2.2569481415768373
4 AG,A/SWINE/ILLINOIS/A01493472/2014 MDCK2,12 SR,A/SWINE/OHIO/02026/2008 EXP480-P866,2.4980259338841835
4 AG,A/SWINE/ILLINOIS/A01493472/2014 MDCK2,13 SR,A/SWINE/OHIO/02026/2008 EXP480-P867,3.4611755810657163
